,Year,Location,Indicators,Products,UOM,Scalar Factor,Value
7928,2017,British Columbia,Interprovincial imports,Travel services,Dollars,millions,240.0
7929,2017,British Columbia,Interprovincial imports,Convention fees,Dollars,millions,11.4
7931,2017,British Columbia,Interprovincial imports,Total other products,Dollars,millions,241.9
7932,2017,British Columbia,Interprovincial imports,Groceries,Dollars,millions,89.2
7933,2017,British Columbia,Interprovincial imports,"Beer, wine, and liquor from stores",Dollars,millions,18.8
7934,2017,British Columbia,Interprovincial imports,Urban transit and parking,Dollars,millions,7.9
7935,2017,British Columbia,Interprovincial imports,Miscellaneous products,Dollars,millions,126.0
7936,2017,British Columbia,International imports,Total tourism expenditures,Dollars,millions,9594.2
7937,2017,British Columbia,International imports,Total tourism products,Dollars,millions,8585.2
7938,2017,British Columbia,International imports,Total transportation,Dollars,millions,3474.5
7947,2017,British Columbia,International imports,Total accommodation,Dollars,millions,2652.6
7952,2017,British Columbia,International imports,Total food and beverage services,Dollars,millions,1723.3
7958,2017,British Columbia,International imports,Total other tourism products,Dollars,millions,734.7
7963,2017,British Columbia,International imports,Total other products,Dollars,millions,1009.0
7968,2017,British Columbia,Tourism product ratio,Total tourism expenditures,Percentage,millions,4.0
7969,2017,British Columbia,Tourism product ratio,Total tourism products,Percentage,millions,42.7
7970,2017,British Columbia,Tourism product ratio,Total transportation,Percentage,millions,45.5
7971,2017,British Columbia,Tourism product ratio,Passenger air transport,Percentage,millions,91.4
7972,2017,British Columbia,Tourism product ratio,Passenger rail transport,Percentage,millions,93.3
7973,2017,British Columbia,Tourism product ratio,Passenger water transport,Percentage,millions,68.6
7974,2017,British Columbia,Tourism product ratio,"Interurban, charter and tour bus transport",Percentage,millions,41.8
7975,2017,British Columbia,Tourism product ratio,Taxis,Percentage,millions,18.2
7976,2017,British Columbia,Tourism product ratio,Vehicle rental,Percentage,millions,52.2
7977,2017,British Columbia,Tourism product ratio,Vehicle repairs and parts,Percentage,millions,19.4
7978,2017,British Columbia,Tourism product ratio,Vehicle fuel,Percentage,millions,19.3
7979,2017,British Columbia,Tourism product ratio,Total accommodation,Percentage,millions,96.4
7980,2017,British Columbia,Tourism product ratio,Hotels,Percentage,millions,96.4
7981,2017,British Columbia,Tourism product ratio,Motels,Percentage,millions,98.5
7982,2017,British Columbia,Tourism product ratio,Camping,Percentage,millions,94.2
7983,2017,British Columbia,Tourism product ratio,Other accommodation,Percentage,millions,96.9
7984,2017,British Columbia,Tourism product ratio,Total food and beverage services,Percentage,millions,22.2
7985,2017,British Columbia,Tourism product ratio,Meals from accommodation,Percentage,millions,22.5
7986,2017,British Columbia,Tourism product ratio,Meals from restaurants,Percentage,millions,22.1
7987,2017,British Columbia,Tourism product ratio,Alcoholic beverages from accommodation,Percentage,millions,22.8
7988,2017,British Columbia,Tourism product ratio,Alcoholic beverages from restaurants,Percentage,millions,22.7
7989,2017,British Columbia,Tourism product ratio,Meals and alcoholic beverages from other tourism industries,Percentage,millions,22.3
7990,2017,British Columbia,Tourism product ratio,Total other tourism products,Percentage,millions,50.4
7991,2017,British Columbia,Tourism product ratio,Recreation and entertainment,Percentage,millions,30.1
7992,2017,British Columbia,Tourism product ratio,Travel services,Percentage,millions,98.0
7993,2017,British Columbia,Tourism product ratio,Convention fees,Percentage,millions,96.4
7994,2017,British Columbia,Tourism product ratio,Pre-trip expenses,Percentage,millions,100.0
7995,2017,British Columbia,Tourism product ratio,Total other products,Percentage,millions,0.6
7996,2017,British Columbia,Tourism product ratio,Groceries,Percentage,millions,7.0
7997,2017,British Columbia,Tourism product ratio,"Beer, wine, and liquor from stores",Percentage,millions,7.2
7998,2017,British Columbia,Tourism product ratio,Urban transit and parking,Percentage,millions,7.6
7999,2017,British Columbia,Tourism product ratio,Miscellaneous products,Percentage,millions,0.3
8000,2017,Yukon,Total domestic supply,Total tourism expenditures,Dollars,millions,4744.7
8001,2017,Yukon,Total domestic supply,Total tourism products,Dollars,millions,395.2
8002,2017,Yukon,Total domestic supply,Total transportation,Dollars,millions,174.1
8003,2017,Yukon,Total domestic supply,Passenger air transport,Dollars,millions,91.3
8004,2017,Yukon,Total domestic supply,Passenger rail transport,Dollars,millions,0.0
8005,2017,Yukon,Total domestic supply,Passenger water transport,Dollars,millions,0.0
8006,2017,Yukon,Total domestic supply,"Interurban, charter and tour bus transport",Dollars,millions,2.3
8007,2017,Yukon,Total domestic supply,Taxis,Dollars,millions,2.1
8008,2017,Yukon,Total domestic supply,Vehicle rental,Dollars,millions,1.1
8009,2017,Yukon,Total domestic supply,Vehicle repairs and parts,Dollars,millions,21.1
8010,2017,Yukon,Total domestic supply,Vehicle fuel,Dollars,millions,56.2
8011,2017,Yukon,Total domestic supply,Total accommodation,Dollars,millions,60.7
8012,2017,Yukon,Total domestic supply,Hotels,Dollars,millions,42.8
8013,2017,Yukon,Total domestic supply,Motels,Dollars,millions,7.8
8014,2017,Yukon,Total domestic supply,Camping,Dollars,millions,2.5
8015,2017,Yukon,Total domestic supply,Other accommodation,Dollars,millions,7.6
8016,2017,Yukon,Total domestic supply,Total food and beverage services,Dollars,millions,114.1
8017,2017,Yukon,Total domestic supply,Meals from accommodation,Dollars,millions,20.6
8018,2017,Yukon,Total domestic supply,Meals from restaurants,Dollars,millions,50.6
8019,2017,Yukon,Total domestic supply,Alcoholic beverages from accommodation,Dollars,millions,16.8
8020,2017,Yukon,Total domestic supply,Alcoholic beverages from restaurants,Dollars,millions,23.4
8021,2017,Yukon,Total domestic supply,Meals and alcoholic beverages from other tourism industries,Dollars,millions,2.7
8022,2017,Yukon,Total domestic supply,Total other tourism products,Dollars,millions,46.3
8023,2017,Yukon,Total domestic supply,Recreation and entertainment,Dollars,millions,27.0
8024,2017,Yukon,Total domestic supply,Travel services,Dollars,millions,7.2
8025,2017,Yukon,Total domestic supply,Convention fees,Dollars,millions,1.1
8026,2017,Yukon,Total domestic supply,Pre-trip expenses,Dollars,millions,11.0
8027,2017,Yukon,Total domestic supply,Total other products,Dollars,millions,4349.5
8028,2017,Yukon,Total domestic supply,Groceries,Dollars,millions,126.3
8029,2017,Yukon,Total domestic supply,"Beer, wine, and liquor from stores",Dollars,millions,30.5
8030,2017,Yukon,Total domestic supply,Urban transit and parking,Dollars,millions,1.0
8031,2017,Yukon,Total domestic supply,Miscellaneous products,Dollars,millions,4191.7
8032,2017,Yukon,Total demand,Total tourism expenditures,Dollars,millions,237.9
8033,2017,Yukon,Total demand,Total tourism products,Dollars,millions,194.7
8034,2017,Yukon,Total demand,Total transportation,Dollars,millions,57.5
8035,2017,Yukon,Total demand,Passenger air transport,Dollars,millions,33.1
8036,2017,Yukon,Total demand,Passenger rail transport,Dollars,millions,0.0
8037,2017,Yukon,Total demand,Passenger water transport,Dollars,millions,0.0
8038,2017,Yukon,Total demand,"Interurban, charter and tour bus transport",Dollars,millions,2.3
8039,2017,Yukon,Total demand,Taxis,Dollars,millions,0.4
8040,2017,Yukon,Total demand,Vehicle rental,Dollars,millions,0.9
8041,2017,Yukon,Total demand,Vehicle repairs and parts,Dollars,millions,5.9
8042,2017,Yukon,Total demand,Vehicle fuel,Dollars,millions,14.9
8043,2017,Yukon,Total demand,Total accommodation,Dollars,millions,45.6
8044,2017,Yukon,Total demand,Hotels,Dollars,millions,31.5
8045,2017,Yukon,Total demand,Motels,Dollars,millions,4.4
8046,2017,Yukon,Total demand,Camping,Dollars,millions,2.4
8047,2017,Yukon,Total demand,Other accommodation,Dollars,millions,7.3
8048,2017,Yukon,Total demand,Total food and beverage services,Dollars,millions,67.5
8049,2017,Yukon,Total demand,Meals from accommodation,Dollars,millions,12.1
8050,2017,Yukon,Total demand,Meals from restaurants,Dollars,millions,29.7
8051,2017,Yukon,Total demand,Alcoholic beverages from accommodation,Dollars,millions,10.0
8052,2017,Yukon,Total demand,Alcoholic beverages from restaurants,Dollars,millions,14.1
8053,2017,Yukon,Total demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.6
8054,2017,Yukon,Total demand,Total other tourism products,Dollars,millions,24.1
8055,2017,Yukon,Total demand,Recreation and entertainment,Dollars,millions,5.3
8056,2017,Yukon,Total demand,Travel services,Dollars,millions,7.0
8057,2017,Yukon,Total demand,Convention fees,Dollars,millions,0.8
8058,2017,Yukon,Total demand,Pre-trip expenses,Dollars,millions,11.0
8059,2017,Yukon,Total demand,Total other products,Dollars,millions,43.2
8060,2017,Yukon,Total demand,Groceries,Dollars,millions,12.9
8061,2017,Yukon,Total demand,"Beer, wine, and liquor from stores",Dollars,millions,3.0
8062,2017,Yukon,Total demand,Urban transit and parking,Dollars,millions,0.1
8063,2017,Yukon,Total demand,Miscellaneous products,Dollars,millions,27.2
8064,2017,Yukon,Domestic demand,Total tourism expenditures,Dollars,millions,71.0
8065,2017,Yukon,Domestic demand,Total tourism products,Dollars,millions,58.8
8066,2017,Yukon,Domestic demand,Total transportation,Dollars,millions,19.9
8067,2017,Yukon,Domestic demand,Passenger air transport,Dollars,millions,11.1
8068,2017,Yukon,Domestic demand,Passenger rail transport,Dollars,millions,0.0
8069,2017,Yukon,Domestic demand,Passenger water transport,Dollars,millions,0.0
8070,2017,Yukon,Domestic demand,"Interurban, charter and tour bus transport",Dollars,millions,0.1
8071,2017,Yukon,Domestic demand,Taxis,Dollars,millions,0.2
8072,2017,Yukon,Domestic demand,Vehicle rental,Dollars,millions,0.1
8073,2017,Yukon,Domestic demand,Vehicle repairs and parts,Dollars,millions,2.6
8074,2017,Yukon,Domestic demand,Vehicle fuel,Dollars,millions,5.8
8075,2017,Yukon,Domestic demand,Total accommodation,Dollars,millions,12.3
8076,2017,Yukon,Domestic demand,Hotels,Dollars,millions,7.6
8077,2017,Yukon,Domestic demand,Motels,Dollars,millions,1.8
8078,2017,Yukon,Domestic demand,Camping,Dollars,millions,0.1
8079,2017,Yukon,Domestic demand,Other accommodation,Dollars,millions,2.8
8080,2017,Yukon,Domestic demand,Total food and beverage services,Dollars,millions,11.5
8081,2017,Yukon,Domestic demand,Meals from accommodation,Dollars,millions,2.0
8082,2017,Yukon,Domestic demand,Meals from restaurants,Dollars,millions,5.0
8083,2017,Yukon,Domestic demand,Alcoholic beverages from accommodation,Dollars,millions,1.7
8084,2017,Yukon,Domestic demand,Alcoholic beverages from restaurants,Dollars,millions,2.5
8085,2017,Yukon,Domestic demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.3
8086,2017,Yukon,Domestic demand,Total other tourism products,Dollars,millions,15.1
8087,2017,Yukon,Domestic demand,Recreation and entertainment,Dollars,millions,2.0
8088,2017,Yukon,Domestic demand,Travel services,Dollars,millions,1.9
8089,2017,Yukon,Domestic demand,Convention fees,Dollars,millions,0.2
8090,2017,Yukon,Domestic demand,Pre-trip expenses,Dollars,millions,11.0
8091,2017,Yukon,Domestic demand,Total other products,Dollars,millions,12.2
8092,2017,Yukon,Domestic demand,Groceries,Dollars,millions,3.6
8093,2017,Yukon,Domestic demand,"Beer, wine, and liquor from stores",Dollars,millions,0.9
8094,2017,Yukon,Domestic demand,Urban transit and parking,Dollars,millions,0.0
8095,2017,Yukon,Domestic demand,Miscellaneous products,Dollars,millions,7.7
8096,2017,Yukon,Exports,Total tourism expenditures,Dollars,millions,167.1
8097,2017,Yukon,Exports,Total tourism products,Dollars,millions,136.0
8098,2017,Yukon,Exports,Total transportation,Dollars,millions,37.6
8099,2017,Yukon,Exports,Passenger air transport,Dollars,millions,22.0
8100,2017,Yukon,Exports,Passenger rail transport,Dollars,millions,0.0
8101,2017,Yukon,Exports,Passenger water transport,Dollars,millions,0.0
8102,2017,Yukon,Exports,"Interurban, charter and tour bus transport",Dollars,millions,2.2
8103,2017,Yukon,Exports,Taxis,Dollars,millions,0.2
8104,2017,Yukon,Exports,Vehicle rental,Dollars,millions,0.8
8105,2017,Yukon,Exports,Vehicle repairs and parts,Dollars,millions,3.3
8106,2017,Yukon,Exports,Vehicle fuel,Dollars,millions,9.1
8107,2017,Yukon,Exports,Total accommodation,Dollars,millions,33.4
8108,2017,Yukon,Exports,Hotels,Dollars,millions,23.9
8109,2017,Yukon,Exports,Motels,Dollars,millions,2.7
8110,2017,Yukon,Exports,Camping,Dollars,millions,2.3
8111,2017,Yukon,Exports,Other accommodation,Dollars,millions,4.5
8112,2017,Yukon,Exports,Total food and beverage services,Dollars,millions,56.0
8113,2017,Yukon,Exports,Meals from accommodation,Dollars,millions,10.1
8114,2017,Yukon,Exports,Meals from restaurants,Dollars,millions,24.7
8115,2017,Yukon,Exports,Alcoholic beverages from accommodation,Dollars,millions,8.3
8116,2017,Yukon,Exports,Alcoholic beverages from restaurants,Dollars,millions,11.6
8117,2017,Yukon,Exports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.3
8118,2017,Yukon,Exports,Total other tourism products,Dollars,millions,9.0
8119,2017,Yukon,Exports,Recreation and entertainment,Dollars,millions,3.3
8120,2017,Yukon,Exports,Travel services,Dollars,millions,5.1
8121,2017,Yukon,Exports,Convention fees,Dollars,millions,0.6
8122,2017,Yukon,Exports,Pre-trip expenses,Dollars,millions,0.0
8123,2017,Yukon,Exports,Total other products,Dollars,millions,31.1
8124,2017,Yukon,Exports,Groceries,Dollars,millions,9.3
8125,2017,Yukon,Exports,"Beer, wine, and liquor from stores",Dollars,millions,2.2
8126,2017,Yukon,Exports,Urban transit and parking,Dollars,millions,0.1
8127,2017,Yukon,Exports,Miscellaneous products,Dollars,millions,19.5
8128,2017,Yukon,Interprovincial demand (exports),Total tourism expenditures,Dollars,millions,47.2
8129,2017,Yukon,Interprovincial demand (exports),Total tourism products,Dollars,millions,43.4
8130,2017,Yukon,Interprovincial demand (exports),Total transportation,Dollars,millions,19.6
8131,2017,Yukon,Interprovincial demand (exports),Passenger air transport,Dollars,millions,15.0
8132,2017,Yukon,Interprovincial demand (exports),Passenger rail transport,Dollars,millions,0.0
8133,2017,Yukon,Interprovincial demand (exports),Passenger water transport,Dollars,millions,0.0
8134,2017,Yukon,Interprovincial demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,0.2
8135,2017,Yukon,Interprovincial demand (exports),Taxis,Dollars,millions,0.1
8136,2017,Yukon,Interprovincial demand (exports),Vehicle rental,Dollars,millions,0.5
8137,2017,Yukon,Interprovincial demand (exports),Vehicle repairs and parts,Dollars,millions,1.1
8138,2017,Yukon,Interprovincial demand (exports),Vehicle fuel,Dollars,millions,2.7
8139,2017,Yukon,Interprovincial demand (exports),Total accommodation,Dollars,millions,8.8
8140,2017,Yukon,Interprovincial demand (exports),Hotels,Dollars,millions,6.5
8141,2017,Yukon,Interprovincial demand (exports),Motels,Dollars,millions,0.1
8142,2017,Yukon,Interprovincial demand (exports),Camping,Dollars,millions,0.3
8143,2017,Yukon,Interprovincial demand (exports),Other accommodation,Dollars,millions,1.9
8144,2017,Yukon,Interprovincial demand (exports),Total food and beverage services,Dollars,millions,11.3
8145,2017,Yukon,Interprovincial demand (exports),Meals from accommodation,Dollars,millions,2.0
8146,2017,Yukon,Interprovincial demand (exports),Meals from restaurants,Dollars,millions,4.9
8147,2017,Yukon,Interprovincial demand (exports),Alcoholic beverages from accommodation,Dollars,millions,1.7
8148,2017,Yukon,Interprovincial demand (exports),Alcoholic beverages from restaurants,Dollars,millions,2.4
8149,2017,Yukon,Interprovincial demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.3
8150,2017,Yukon,Interprovincial demand (exports),Total other tourism products,Dollars,millions,3.7
8151,2017,Yukon,Interprovincial demand (exports),Recreation and entertainment,Dollars,millions,2.0
8152,2017,Yukon,Interprovincial demand (exports),Travel services,Dollars,millions,1.7
8153,2017,Yukon,Interprovincial demand (exports),Convention fees,Dollars,millions,0.0
8154,2017,Yukon,Interprovincial demand (exports),Pre-trip expenses,Dollars,millions,0.0
8155,2017,Yukon,Interprovincial demand (exports),Total other products,Dollars,millions,3.8
8156,2017,Yukon,Interprovincial demand (exports),Groceries,Dollars,millions,1.9
8157,2017,Yukon,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,0.4
8158,2017,Yukon,Interprovincial demand (exports),Urban transit and parking,Dollars,millions,0.1
8159,2017,Yukon,Interprovincial demand (exports),Miscellaneous products,Dollars,millions,1.4
8160,2017,Yukon,International demand (exports),Total tourism expenditures,Dollars,millions,120.1
8161,2017,Yukon,International demand (exports),Total tourism products,Dollars,millions,93.0
8162,2017,Yukon,International demand (exports),Total transportation,Dollars,millions,18.1
8163,2017,Yukon,International demand (exports),Passenger air transport,Dollars,millions,7.0
8164,2017,Yukon,International demand (exports),Passenger rail transport,Dollars,millions,0.0
8165,2017,Yukon,International demand (exports),Passenger water transport,Dollars,millions,0.0
8166,2017,Yukon,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,2.0
8167,2017,Yukon,International demand (exports),Taxis,Dollars,millions,0.1
8168,2017,Yukon,International demand (exports),Vehicle rental,Dollars,millions,0.3
8169,2017,Yukon,International demand (exports),Vehicle repairs and parts,Dollars,millions,2.3
8170,2017,Yukon,International demand (exports),Vehicle fuel,Dollars,millions,6.4
8171,2017,Yukon,International demand (exports),Total accommodation,Dollars,millions,24.6
8172,2017,Yukon,International demand (exports),Hotels,Dollars,millions,17.4
8173,2017,Yukon,International demand (exports),Motels,Dollars,millions,2.6
8174,2017,Yukon,International demand (exports),Camping,Dollars,millions,2.0
8175,2017,Yukon,International demand (exports),Other accommodation,Dollars,millions,2.6
8176,2017,Yukon,International demand (exports),Total food and beverage services,Dollars,millions,44.9
8177,2017,Yukon,International demand (exports),Meals from accommodation,Dollars,millions,8.1
8178,2017,Yukon,International demand (exports),Meals from restaurants,Dollars,millions,19.9
8179,2017,Yukon,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,6.6
8180,2017,Yukon,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,9.2
8181,2017,Yukon,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.1
8182,2017,Yukon,International demand (exports),Total other tourism products,Dollars,millions,5.4
8183,2017,Yukon,International demand (exports),Recreation and entertainment,Dollars,millions,1.3
8184,2017,Yukon,International demand (exports),Travel services,Dollars,millions,3.5
8185,2017,Yukon,International demand (exports),Convention fees,Dollars,millions,0.6
8186,2017,Yukon,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
8187,2017,Yukon,International demand (exports),Total other products,Dollars,millions,27.1
8188,2017,Yukon,International demand (exports),Groceries,Dollars,millions,7.4
8189,2017,Yukon,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,1.7
8190,2017,Yukon,International demand (exports),Urban transit and parking,Dollars,millions,0.0
8191,2017,Yukon,International demand (exports),Miscellaneous products,Dollars,millions,18.0
8192,2017,Yukon,Imports,Total tourism expenditures,Dollars,millions,76.6
8193,2017,Yukon,Imports,Total tourism products,Dollars,millions,55.2
8194,2017,Yukon,Imports,Total transportation,Dollars,millions,16.3
8203,2017,Yukon,Imports,Total accommodation,Dollars,millions,14.1
8208,2017,Yukon,Imports,Total food and beverage services,Dollars,millions,12.9
8214,2017,Yukon,Imports,Total other tourism products,Dollars,millions,11.8
8219,2017,Yukon,Imports,Total other products,Dollars,millions,21.3
8224,2017,Yukon,Interprovincial imports,Total tourism expenditures,Dollars,millions,65.5
8225,2017,Yukon,Interprovincial imports,Total tourism products,Dollars,millions,46.4
8226,2017,Yukon,Interprovincial imports,Total transportation,Dollars,millions,14.7
8227,2017,Yukon,Interprovincial imports,Passenger air transport,Dollars,millions,9.2
8228,2017,Yukon,Interprovincial imports,Passenger rail transport,Dollars,millions,0.1
8229,2017,Yukon,Interprovincial imports,Passenger water transport,Dollars,millions,0.2
8230,2017,Yukon,Interprovincial imports,"Interurban, charter and tour bus transport",Dollars,millions,0.1
8231,2017,Yukon,Interprovincial imports,Taxis,Dollars,millions,0.7
8232,2017,Yukon,Interprovincial imports,Vehicle rental,Dollars,millions,2.3
8233,2017,Yukon,Interprovincial imports,Vehicle repairs and parts,Dollars,millions,2.1
8235,2017,Yukon,Interprovincial imports,Total accommodation,Dollars,millions,11.0
8236,2017,Yukon,Interprovincial imports,Hotels,Dollars,millions,8.2
8237,2017,Yukon,Interprovincial imports,Motels,Dollars,millions,1.3
8238,2017,Yukon,Interprovincial imports,Camping,Dollars,millions,0.5
8239,2017,Yukon,Interprovincial imports,Other accommodation,Dollars,millions,1.0
8240,2017,Yukon,Interprovincial imports,Total food and beverage services,Dollars,millions,10.0
8241,2017,Yukon,Interprovincial imports,Meals from accommodation,Dollars,millions,2.5
8242,2017,Yukon,Interprovincial imports,Meals from restaurants,Dollars,millions,6.0
8243,2017,Yukon,Interprovincial imports,Alcoholic beverages from accommodation,Dollars,millions,0.6
8244,2017,Yukon,Interprovincial imports,Alcoholic beverages from restaurants,Dollars,millions,0.7
8245,2017,Yukon,Interprovincial imports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.2
8246,2017,Yukon,Interprovincial imports,Total other tourism products,Dollars,millions,10.7
8247,2017,Yukon,Interprovincial imports,Recreation and entertainment,Dollars,millions,3.3
8248,2017,Yukon,Interprovincial imports,Travel services,Dollars,millions,5.7
8249,2017,Yukon,Interprovincial imports,Convention fees,Dollars,millions,1.7
8250,2017,Yukon,Interprovincial imports,Pre-trip expenses,Dollars,millions,0.0
8251,2017,Yukon,Interprovincial imports,Total other products,Dollars,millions,19.1
8252,2017,Yukon,Interprovincial imports,Groceries,Dollars,millions,3.0
8253,2017,Yukon,Interprovincial imports,"Beer, wine, and liquor from stores",Dollars,millions,0.7
8254,2017,Yukon,Interprovincial imports,Urban transit and parking,Dollars,millions,0.1
8255,2017,Yukon,Interprovincial imports,Miscellaneous products,Dollars,millions,15.3
8256,2017,Yukon,International imports,Total tourism expenditures,Dollars,millions,11.0
8257,2017,Yukon,International imports,Total tourism products,Dollars,millions,8.8
8258,2017,Yukon,International imports,Total transportation,Dollars,millions,1.6
8267,2017,Yukon,International imports,Total accommodation,Dollars,millions,3.2
8272,2017,Yukon,International imports,Total food and beverage services,Dollars,millions,3.0
8278,2017,Yukon,International imports,Total other tourism products,Dollars,millions,1.1
8283,2017,Yukon,International imports,Total other products,Dollars,millions,2.3
8288,2017,Yukon,Tourism product ratio,Total tourism expenditures,Percentage,millions,5.0
8289,2017,Yukon,Tourism product ratio,Total tourism products,Percentage,millions,49.3
8290,2017,Yukon,Tourism product ratio,Total transportation,Percentage,millions,33.0
8291,2017,Yukon,Tourism product ratio,Passenger air transport,Percentage,millions,36.3
8294,2017,Yukon,Tourism product ratio,"Interurban, charter and tour bus transport",Percentage,millions,97.0
8295,2017,Yukon,Tourism product ratio,Taxis,Percentage,millions,17.3
8296,2017,Yukon,Tourism product ratio,Vehicle rental,Percentage,millions,83.0
8297,2017,Yukon,Tourism product ratio,Vehicle repairs and parts,Percentage,millions,28.1
8298,2017,Yukon,Tourism product ratio,Vehicle fuel,Percentage,millions,26.5
8299,2017,Yukon,Tourism product ratio,Total accommodation,Percentage,millions,75.2
8300,2017,Yukon,Tourism product ratio,Hotels,Percentage,millions,73.6
8301,2017,Yukon,Tourism product ratio,Motels,Percentage,millions,56.6
8302,2017,Yukon,Tourism product ratio,Camping,Percentage,millions,94.2
8303,2017,Yukon,Tourism product ratio,Other accommodation,Percentage,millions,96.9
8304,2017,Yukon,Tourism product ratio,Total food and beverage services,Percentage,millions,59.1
8305,2017,Yukon,Tourism product ratio,Meals from accommodation,Percentage,millions,58.5
8306,2017,Yukon,Tourism product ratio,Meals from restaurants,Percentage,millions,58.7
8307,2017,Yukon,Tourism product ratio,Alcoholic beverages from accommodation,Percentage,millions,59.7
8308,2017,Yukon,Tourism product ratio,Alcoholic beverages from restaurants,Percentage,millions,60.1
8309,2017,Yukon,Tourism product ratio,Meals and alcoholic beverages from other tourism industries,Percentage,millions,59.4
8310,2017,Yukon,Tourism product ratio,Total other tourism products,Percentage,millions,52.2
8311,2017,Yukon,Tourism product ratio,Recreation and entertainment,Percentage,millions,19.5
8312,2017,Yukon,Tourism product ratio,Travel services,Percentage,millions,98.0
8313,2017,Yukon,Tourism product ratio,Convention fees,Percentage,millions,73.7
8314,2017,Yukon,Tourism product ratio,Pre-trip expenses,Percentage,millions,100.0
8315,2017,Yukon,Tourism product ratio,Total other products,Percentage,millions,1.0
8316,2017,Yukon,Tourism product ratio,Groceries,Percentage,millions,10.2
8317,2017,Yukon,Tourism product ratio,"Beer, wine, and liquor from stores",Percentage,millions,10.0
8318,2017,Yukon,Tourism product ratio,Urban transit and parking,Percentage,millions,10.8
8319,2017,Yukon,Tourism product ratio,Miscellaneous products,Percentage,millions,0.6
8320,2017,Northwest Territories,Total domestic supply,Total tourism expenditures,Dollars,millions,8863.4
8321,2017,Northwest Territories,Total domestic supply,Total tourism products,Dollars,millions,563.8
8322,2017,Northwest Territories,Total domestic supply,Total transportation,Dollars,millions,356.7
8323,2017,Northwest Territories,Total domestic supply,Passenger air transport,Dollars,millions,271.0
8324,2017,Northwest Territories,Total domestic supply,Passenger rail transport,Dollars,millions,0.0
8325,2017,Northwest Territories,Total domestic supply,Passenger water transport,Dollars,millions,1.9
8326,2017,Northwest Territories,Total domestic supply,"Interurban, charter and tour bus transport",Dollars,millions,2.8
8327,2017,Northwest Territories,Total domestic supply,Taxis,Dollars,millions,5.7
8328,2017,Northwest Territories,Total domestic supply,Vehicle rental,Dollars,millions,3.1
8329,2017,Northwest Territories,Total domestic supply,Vehicle repairs and parts,Dollars,millions,32.2
8330,2017,Northwest Territories,Total domestic supply,Vehicle fuel,Dollars,millions,40.0
8331,2017,Northwest Territories,Total domestic supply,Total accommodation,Dollars,millions,57.0
8332,2017,Northwest Territories,Total domestic supply,Hotels,Dollars,millions,44.3
8333,2017,Northwest Territories,Total domestic supply,Motels,Dollars,millions,2.7
8334,2017,Northwest Territories,Total domestic supply,Camping,Dollars,millions,1.3
8335,2017,Northwest Territories,Total domestic supply,Other accommodation,Dollars,millions,8.7
8336,2017,Northwest Territories,Total domestic supply,Total food and beverage services,Dollars,millions,107.1
8337,2017,Northwest Territories,Total domestic supply,Meals from accommodation,Dollars,millions,13.6
8338,2017,Northwest Territories,Total domestic supply,Meals from restaurants,Dollars,millions,70.9
8339,2017,Northwest Territories,Total domestic supply,Alcoholic beverages from accommodation,Dollars,millions,7.3
8340,2017,Northwest Territories,Total domestic supply,Alcoholic beverages from restaurants,Dollars,millions,13.0
8341,2017,Northwest Territories,Total domestic supply,Meals and alcoholic beverages from other tourism industries,Dollars,millions,2.3
8342,2017,Northwest Territories,Total domestic supply,Total other tourism products,Dollars,millions,43.0
8343,2017,Northwest Territories,Total domestic supply,Recreation and entertainment,Dollars,millions,18.6
8344,2017,Northwest Territories,Total domestic supply,Travel services,Dollars,millions,11.6
8345,2017,Northwest Territories,Total domestic supply,Convention fees,Dollars,millions,4.2
8346,2017,Northwest Territories,Total domestic supply,Pre-trip expenses,Dollars,millions,8.6
8347,2017,Northwest Territories,Total domestic supply,Total other products,Dollars,millions,8299.6
8348,2017,Northwest Territories,Total domestic supply,Groceries,Dollars,millions,187.1
8349,2017,Northwest Territories,Total domestic supply,"Beer, wine, and liquor from stores",Dollars,millions,46.3
8350,2017,Northwest Territories,Total domestic supply,Urban transit and parking,Dollars,millions,1.0
8351,2017,Northwest Territories,Total domestic supply,Miscellaneous products,Dollars,millions,8065.2
8352,2017,Northwest Territories,Total demand,Total tourism expenditures,Dollars,millions,235.1
8353,2017,Northwest Territories,Total demand,Total tourism products,Dollars,millions,213.6
8354,2017,Northwest Territories,Total demand,Total transportation,Dollars,millions,115.4
8355,2017,Northwest Territories,Total demand,Passenger air transport,Dollars,millions,94.2
8356,2017,Northwest Territories,Total demand,Passenger rail transport,Dollars,millions,0.0
