,Year,Province,Products,VALUE
5784,2017,New Brunswick,Travel services,43.9
5785,2017,New Brunswick,Convention fees,11.5
5786,2017,New Brunswick,Pre-trip expenses,128.0
5787,2017,New Brunswick,Total other products,68181.4
5788,2017,New Brunswick,Groceries,2169.4
5789,2017,New Brunswick,"Beer, wine, and liquor from stores",414.7
5790,2017,New Brunswick,Urban transit and parking,9.2
5791,2017,New Brunswick,Miscellaneous products,65588.1
5792,2017,New Brunswick,Total tourism expenditures,1562.8
5793,2017,New Brunswick,Total tourism products,1252.9
5794,2017,New Brunswick,Total transportation,479.1
5795,2017,New Brunswick,Passenger air transport,130.3
5796,2017,New Brunswick,Passenger rail transport,9.0
5797,2017,New Brunswick,Passenger water transport,2.5
5798,2017,New Brunswick,"Interurban, charter and tour bus transport",16.3
5799,2017,New Brunswick,Taxis,1.9
5800,2017,New Brunswick,Vehicle rental,20.8
5801,2017,New Brunswick,Vehicle repairs and parts,108.2
5802,2017,New Brunswick,Vehicle fuel,190.1
5803,2017,New Brunswick,Total accommodation,227.8
5804,2017,New Brunswick,Hotels,174.9
5805,2017,New Brunswick,Motels,21.3
5806,2017,New Brunswick,Camping,14.2
5807,2017,New Brunswick,Other accommodation,17.4
5808,2017,New Brunswick,Total food and beverage services,280.5
5809,2017,New Brunswick,Meals from accommodation,10.7
5810,2017,New Brunswick,Meals from restaurants,225.4
5811,2017,New Brunswick,Alcoholic beverages from accommodation,2.6
5812,2017,New Brunswick,Alcoholic beverages from restaurants,27.6
5813,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,14.2
5814,2017,New Brunswick,Total other tourism products,265.5
5815,2017,New Brunswick,Recreation and entertainment,84.7
5816,2017,New Brunswick,Travel services,43.0
5817,2017,New Brunswick,Convention fees,9.8
5818,2017,New Brunswick,Pre-trip expenses,128.0
5819,2017,New Brunswick,Total other products,309.9
5820,2017,New Brunswick,Groceries,100.3
5821,2017,New Brunswick,"Beer, wine, and liquor from stores",19.1
5822,2017,New Brunswick,Urban transit and parking,1.2
5823,2017,New Brunswick,Miscellaneous products,189.3
5824,2017,New Brunswick,Total tourism expenditures,765.7
5825,2017,New Brunswick,Total tourism products,608.5
5826,2017,New Brunswick,Total transportation,261.6
5827,2017,New Brunswick,Passenger air transport,66.7
5828,2017,New Brunswick,Passenger rail transport,5.2
5829,2017,New Brunswick,Passenger water transport,0.1
5830,2017,New Brunswick,"Interurban, charter and tour bus transport",5.5
5831,2017,New Brunswick,Taxis,1.1
5832,2017,New Brunswick,Vehicle rental,8.0
5833,2017,New Brunswick,Vehicle repairs and parts,63.5
5834,2017,New Brunswick,Vehicle fuel,111.5
5835,2017,New Brunswick,Total accommodation,50.0
5836,2017,New Brunswick,Hotels,42.3
5837,2017,New Brunswick,Motels,3.5
5838,2017,New Brunswick,Camping,3.2
5839,2017,New Brunswick,Other accommodation,1.0
5840,2017,New Brunswick,Total food and beverage services,125.6
5841,2017,New Brunswick,Meals from accommodation,4.8
5842,2017,New Brunswick,Meals from restaurants,100.5
5843,2017,New Brunswick,Alcoholic beverages from accommodation,1.2
5844,2017,New Brunswick,Alcoholic beverages from restaurants,12.7
5845,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,6.4
5846,2017,New Brunswick,Total other tourism products,171.3
5847,2017,New Brunswick,Recreation and entertainment,24.9
5848,2017,New Brunswick,Travel services,12.9
5849,2017,New Brunswick,Convention fees,5.5
5850,2017,New Brunswick,Pre-trip expenses,128.0
5851,2017,New Brunswick,Total other products,157.2
5852,2017,New Brunswick,Groceries,43.2
5853,2017,New Brunswick,"Beer, wine, and liquor from stores",8.2
5854,2017,New Brunswick,Urban transit and parking,0.8
5855,2017,New Brunswick,Miscellaneous products,105.0
5856,2017,New Brunswick,Total tourism expenditures,797.3
5857,2017,New Brunswick,Total tourism products,644.7
5858,2017,New Brunswick,Total transportation,217.7
5859,2017,New Brunswick,Passenger air transport,63.7
5860,2017,New Brunswick,Passenger rail transport,3.9
5861,2017,New Brunswick,Passenger water transport,2.3
5862,2017,New Brunswick,"Interurban, charter and tour bus transport",10.9
5863,2017,New Brunswick,Taxis,0.8
5864,2017,New Brunswick,Vehicle rental,12.8
5865,2017,New Brunswick,Vehicle repairs and parts,44.7
5866,2017,New Brunswick,Vehicle fuel,78.6
5867,2017,New Brunswick,Total accommodation,177.8
5868,2017,New Brunswick,Hotels,132.6
5869,2017,New Brunswick,Motels,17.8
5870,2017,New Brunswick,Camping,11.0
5871,2017,New Brunswick,Other accommodation,16.4
5872,2017,New Brunswick,Total food and beverage services,154.9
5873,2017,New Brunswick,Meals from accommodation,5.9
5874,2017,New Brunswick,Meals from restaurants,124.9
5875,2017,New Brunswick,Alcoholic beverages from accommodation,1.4
5876,2017,New Brunswick,Alcoholic beverages from restaurants,14.9
5877,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,7.8
5878,2017,New Brunswick,Total other tourism products,94.3
5879,2017,New Brunswick,Recreation and entertainment,59.8
5880,2017,New Brunswick,Travel services,30.1
5881,2017,New Brunswick,Convention fees,4.4
5882,2017,New Brunswick,Pre-trip expenses,0.0
5883,2017,New Brunswick,Total other products,152.6
5884,2017,New Brunswick,Groceries,57.0
5885,2017,New Brunswick,"Beer, wine, and liquor from stores",10.9
5886,2017,New Brunswick,Urban transit and parking,0.4
5887,2017,New Brunswick,Miscellaneous products,84.3
5888,2017,New Brunswick,Total tourism expenditures,521.4
5889,2017,New Brunswick,Total tourism products,419.9
5890,2017,New Brunswick,Total transportation,125.9
5891,2017,New Brunswick,Passenger air transport,38.6
5892,2017,New Brunswick,Passenger rail transport,3.0
5893,2017,New Brunswick,Passenger water transport,0.1
5894,2017,New Brunswick,"Interurban, charter and tour bus transport",2.5
5895,2017,New Brunswick,Taxis,0.5
5896,2017,New Brunswick,Vehicle rental,6.6
5897,2017,New Brunswick,Vehicle repairs and parts,27.1
5898,2017,New Brunswick,Vehicle fuel,47.5
5899,2017,New Brunswick,Total accommodation,122.2
5900,2017,New Brunswick,Hotels,95.8
5901,2017,New Brunswick,Motels,7.2
5902,2017,New Brunswick,Camping,7.5
5903,2017,New Brunswick,Other accommodation,11.7
5904,2017,New Brunswick,Total food and beverage services,108.7
5905,2017,New Brunswick,Meals from accommodation,4.1
5906,2017,New Brunswick,Meals from restaurants,87.0
5907,2017,New Brunswick,Alcoholic beverages from accommodation,1.1
5908,2017,New Brunswick,Alcoholic beverages from restaurants,11.0
5909,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,5.5
5910,2017,New Brunswick,Total other tourism products,63.1
5911,2017,New Brunswick,Recreation and entertainment,33.0
5912,2017,New Brunswick,Travel services,27.3
5913,2017,New Brunswick,Convention fees,2.8
5914,2017,New Brunswick,Pre-trip expenses,0.0
5915,2017,New Brunswick,Total other products,101.5
5916,2017,New Brunswick,Groceries,40.5
5917,2017,New Brunswick,"Beer, wine, and liquor from stores",7.7
5918,2017,New Brunswick,Urban transit and parking,0.3
5919,2017,New Brunswick,Miscellaneous products,53.0
5920,2017,New Brunswick,Total tourism expenditures,276.2
5921,2017,New Brunswick,Total tourism products,225.1
5922,2017,New Brunswick,Total transportation,92.0
5923,2017,New Brunswick,Passenger air transport,25.1
5924,2017,New Brunswick,Passenger rail transport,0.9
5925,2017,New Brunswick,Passenger water transport,2.3
5926,2017,New Brunswick,"Interurban, charter and tour bus transport",8.4
5927,2017,New Brunswick,Taxis,0.3
5928,2017,New Brunswick,Vehicle rental,6.2
5929,2017,New Brunswick,Vehicle repairs and parts,17.7
5930,2017,New Brunswick,Vehicle fuel,31.1
5931,2017,New Brunswick,Total accommodation,55.6
5932,2017,New Brunswick,Hotels,36.7
5933,2017,New Brunswick,Motels,10.7
5934,2017,New Brunswick,Camping,3.5
5935,2017,New Brunswick,Other accommodation,4.7
5936,2017,New Brunswick,Total food and beverage services,46.4
5937,2017,New Brunswick,Meals from accommodation,1.8
5938,2017,New Brunswick,Meals from restaurants,38.0
5939,2017,New Brunswick,Alcoholic beverages from accommodation,0.4
5940,2017,New Brunswick,Alcoholic beverages from restaurants,3.9
5941,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,2.3
5942,2017,New Brunswick,Total other tourism products,31.1
5943,2017,New Brunswick,Recreation and entertainment,26.8
5944,2017,New Brunswick,Travel services,2.7
5945,2017,New Brunswick,Convention fees,1.6
5946,2017,New Brunswick,Pre-trip expenses,0.0
5947,2017,New Brunswick,Total other products,51.1
5948,2017,New Brunswick,Groceries,16.6
5949,2017,New Brunswick,"Beer, wine, and liquor from stores",3.2
5950,2017,New Brunswick,Urban transit and parking,0.1
5951,2017,New Brunswick,Miscellaneous products,31.2
5952,2017,New Brunswick,Total tourism expenditures,1365.7
5953,2017,New Brunswick,Total tourism products,1160.3
5954,2017,New Brunswick,Total transportation,447.5
5955,2017,New Brunswick,Passenger air transport,
5956,2017,New Brunswick,Passenger rail transport,
5957,2017,New Brunswick,Passenger water transport,
5958,2017,New Brunswick,"Interurban, charter and tour bus transport",
5959,2017,New Brunswick,Taxis,
5960,2017,New Brunswick,Vehicle rental,
5961,2017,New Brunswick,Vehicle repairs and parts,
5962,2017,New Brunswick,Vehicle fuel,
5963,2017,New Brunswick,Total accommodation,332.8
5964,2017,New Brunswick,Hotels,
5965,2017,New Brunswick,Motels,
5966,2017,New Brunswick,Camping,
5967,2017,New Brunswick,Other accommodation,
5968,2017,New Brunswick,Total food and beverage services,236.4
5969,2017,New Brunswick,Meals from accommodation,
5970,2017,New Brunswick,Meals from restaurants,
5971,2017,New Brunswick,Alcoholic beverages from accommodation,
5972,2017,New Brunswick,Alcoholic beverages from restaurants,
5973,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,
5974,2017,New Brunswick,Total other tourism products,143.6
5975,2017,New Brunswick,Recreation and entertainment,
5976,2017,New Brunswick,Travel services,
5977,2017,New Brunswick,Convention fees,
5978,2017,New Brunswick,Pre-trip expenses,
5979,2017,New Brunswick,Total other products,205.4
5980,2017,New Brunswick,Groceries,
5981,2017,New Brunswick,"Beer, wine, and liquor from stores",
5982,2017,New Brunswick,Urban transit and parking,
5983,2017,New Brunswick,Miscellaneous products,
5984,2017,New Brunswick,Total tourism expenditures,574.7
5985,2017,New Brunswick,Total tourism products,497.4
5986,2017,New Brunswick,Total transportation,216.3
5987,2017,New Brunswick,Passenger air transport,150.1
5988,2017,New Brunswick,Passenger rail transport,0.4
5989,2017,New Brunswick,Passenger water transport,1.1
5990,2017,New Brunswick,"Interurban, charter and tour bus transport",2.1
5991,2017,New Brunswick,Taxis,2.8
5992,2017,New Brunswick,Vehicle rental,11.0
5993,2017,New Brunswick,Vehicle repairs and parts,19.1
5994,2017,New Brunswick,Vehicle fuel,29.7
5995,2017,New Brunswick,Total accommodation,101.1
5996,2017,New Brunswick,Hotels,88.4
5997,2017,New Brunswick,Motels,4.3
5998,2017,New Brunswick,Camping,2.6
5999,2017,New Brunswick,Other accommodation,5.8
6000,2017,New Brunswick,Total food and beverage services,100.1
6001,2017,New Brunswick,Meals from accommodation,3.2
6002,2017,New Brunswick,Meals from restaurants,80.2
6003,2017,New Brunswick,Alcoholic beverages from accommodation,1.2
6004,2017,New Brunswick,Alcoholic beverages from restaurants,12.3
6005,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,3.2
6006,2017,New Brunswick,Total other tourism products,79.9
6007,2017,New Brunswick,Recreation and entertainment,29.0
6008,2017,New Brunswick,Travel services,46.8
6009,2017,New Brunswick,Convention fees,4.1
6010,2017,New Brunswick,Pre-trip expenses,
6011,2017,New Brunswick,Total other products,77.3
6012,2017,New Brunswick,Groceries,25.0
6013,2017,New Brunswick,"Beer, wine, and liquor from stores",5.7
6014,2017,New Brunswick,Urban transit and parking,1.5
6015,2017,New Brunswick,Miscellaneous products,45.1
6016,2017,New Brunswick,Total tourism expenditures,791.2
6017,2017,New Brunswick,Total tourism products,663.1
6018,2017,New Brunswick,Total transportation,231.3
6019,2017,New Brunswick,Passenger air transport,
6020,2017,New Brunswick,Passenger rail transport,
6021,2017,New Brunswick,Passenger water transport,
6022,2017,New Brunswick,"Interurban, charter and tour bus transport",
6023,2017,New Brunswick,Taxis,
6024,2017,New Brunswick,Vehicle rental,
6025,2017,New Brunswick,Vehicle repairs and parts,
6026,2017,New Brunswick,Vehicle fuel,
6027,2017,New Brunswick,Total accommodation,231.7
6028,2017,New Brunswick,Hotels,
6029,2017,New Brunswick,Motels,
6030,2017,New Brunswick,Camping,
6031,2017,New Brunswick,Other accommodation,
6032,2017,New Brunswick,Total food and beverage services,136.4
6033,2017,New Brunswick,Meals from accommodation,
6034,2017,New Brunswick,Meals from restaurants,
6035,2017,New Brunswick,Alcoholic beverages from accommodation,
6036,2017,New Brunswick,Alcoholic beverages from restaurants,
6037,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,
6038,2017,New Brunswick,Total other tourism products,63.8
6039,2017,New Brunswick,Recreation and entertainment,
6040,2017,New Brunswick,Travel services,
6041,2017,New Brunswick,Convention fees,
6042,2017,New Brunswick,Pre-trip expenses,
6043,2017,New Brunswick,Total other products,128.1
6044,2017,New Brunswick,Groceries,
6045,2017,New Brunswick,"Beer, wine, and liquor from stores",
6046,2017,New Brunswick,Urban transit and parking,
6047,2017,New Brunswick,Miscellaneous products,
6048,2017,New Brunswick,Total tourism expenditures,2.1
6049,2017,New Brunswick,Total tourism products,27.7
6050,2017,New Brunswick,Total transportation,23.0
6051,2017,New Brunswick,Passenger air transport,95.4
6052,2017,New Brunswick,Passenger rail transport,93.6
6053,2017,New Brunswick,Passenger water transport,7.2
6054,2017,New Brunswick,"Interurban, charter and tour bus transport",94.4
6055,2017,New Brunswick,Taxis,8.0
6056,2017,New Brunswick,Vehicle rental,27.9
6057,2017,New Brunswick,Vehicle repairs and parts,16.5
6058,2017,New Brunswick,Vehicle fuel,16.7
6059,2017,New Brunswick,Total accommodation,86.6
6060,2017,New Brunswick,Hotels,85.8
6061,2017,New Brunswick,Motels,81.5
6062,2017,New Brunswick,Camping,94.2
6063,2017,New Brunswick,Other accommodation,96.9
6064,2017,New Brunswick,Total food and beverage services,19.4
6065,2017,New Brunswick,Meals from accommodation,19.1
6066,2017,New Brunswick,Meals from restaurants,19.0
6067,2017,New Brunswick,Alcoholic beverages from accommodation,22.9
6068,2017,New Brunswick,Alcoholic beverages from restaurants,22.9
6069,2017,New Brunswick,Meals and alcoholic beverages from other tourism industries,19.6
6070,2017,New Brunswick,Total other tourism products,36.3
6071,2017,New Brunswick,Recreation and entertainment,15.5
6072,2017,New Brunswick,Travel services,98.0
6073,2017,New Brunswick,Convention fees,85.8
6074,2017,New Brunswick,Pre-trip expenses,100.0
6075,2017,New Brunswick,Total other products,0.5
6076,2017,New Brunswick,Groceries,4.6
6077,2017,New Brunswick,"Beer, wine, and liquor from stores",4.6
6078,2017,New Brunswick,Urban transit and parking,13.2
6079,2017,New Brunswick,Miscellaneous products,0.3
6080,2017,Quebec,Total tourism expenditures,758677.1
6081,2017,Quebec,Total tourism products,46371.8
6082,2017,Quebec,Total transportation,20597.3
6083,2017,Quebec,Passenger air transport,3993.2
6084,2017,Quebec,Passenger rail transport,112.1
6085,2017,Quebec,Passenger water transport,67.7
6086,2017,Quebec,"Interurban, charter and tour bus transport",552.9
6087,2017,Quebec,Taxis,624.1
6088,2017,Quebec,Vehicle rental,636.9
6089,2017,Quebec,Vehicle repairs and parts,6455.7
6090,2017,Quebec,Vehicle fuel,8154.7
6091,2017,Quebec,Total accommodation,2730.8
6092,2017,Quebec,Hotels,2177.6
6093,2017,Quebec,Motels,133.8
6094,2017,Quebec,Camping,213.4
6095,2017,Quebec,Other accommodation,206.0
6096,2017,Quebec,Total food and beverage services,15631.3
6097,2017,Quebec,Meals from accommodation,368.9
6098,2017,Quebec,Meals from restaurants,11879.8
6099,2017,Quebec,Alcoholic beverages from accommodation,232.5
6100,2017,Quebec,Alcoholic beverages from restaurants,2539.9
6101,2017,Quebec,Meals and alcoholic beverages from other tourism industries,610.2
6102,2017,Quebec,Total other tourism products,7412.4
6103,2017,Quebec,Recreation and entertainment,5248.5
6104,2017,Quebec,Travel services,895.0
6105,2017,Quebec,Convention fees,202.4
6106,2017,Quebec,Pre-trip expenses,1066.5
6107,2017,Quebec,Total other products,712305.3
6108,2017,Quebec,Groceries,24534.8
6109,2017,Quebec,"Beer, wine, and liquor from stores",5561.2
6110,2017,Quebec,Urban transit and parking,1026.5
6111,2017,Quebec,Miscellaneous products,681182.8
6112,2017,Quebec,Total tourism expenditures,18756.4
6113,2017,Quebec,Total tourism products,15889.0
6114,2017,Quebec,Total transportation,6768.4
6115,2017,Quebec,Passenger air transport,3652.6
6116,2017,Quebec,Passenger rail transport,104.9
6117,2017,Quebec,Passenger water transport,23.0
6118,2017,Quebec,"Interurban, charter and tour bus transport",154.8
6119,2017,Quebec,Taxis,96.2
6120,2017,Quebec,Vehicle rental,219.5
6121,2017,Quebec,Vehicle repairs and parts,1112.3
6122,2017,Quebec,Vehicle fuel,1405.1
6123,2017,Quebec,Total accommodation,2680.2
6124,2017,Quebec,Hotels,2171.0
6125,2017,Quebec,Motels,108.5
6126,2017,Quebec,Camping,201.0
6127,2017,Quebec,Other accommodation,199.7
6128,2017,Quebec,Total food and beverage services,2979.3
6129,2017,Quebec,Meals from accommodation,70.7
6130,2017,Quebec,Meals from restaurants,2276.6
6131,2017,Quebec,Alcoholic beverages from accommodation,43.3
6132,2017,Quebec,Alcoholic beverages from restaurants,473.3
6133,2017,Quebec,Meals and alcoholic beverages from other tourism industries,115.4
6134,2017,Quebec,Total other tourism products,3461.1
6135,2017,Quebec,Recreation and entertainment,1315.8
6136,2017,Quebec,Travel services,877.1
6137,2017,Quebec,Convention fees,201.7
6138,2017,Quebec,Pre-trip expenses,1066.5
6139,2017,Quebec,Total other products,2867.4
6140,2017,Quebec,Groceries,1024.8
6141,2017,Quebec,"Beer, wine, and liquor from stores",225.0
6142,2017,Quebec,Urban transit and parking,50.5
6143,2017,Quebec,Miscellaneous products,1567.1
6144,2017,Quebec,Total tourism expenditures,11827.2
6145,2017,Quebec,Total tourism products,9986.7
6146,2017,Quebec,Total transportation,4575.9
6147,2017,Quebec,Passenger air transport,2150.7
6148,2017,Quebec,Passenger rail transport,50.5
6149,2017,Quebec,Passenger water transport,14.1
6150,2017,Quebec,"Interurban, charter and tour bus transport",72.2
6151,2017,Quebec,Taxis,50.9
6152,2017,Quebec,Vehicle rental,65.5
6153,2017,Quebec,Vehicle repairs and parts,959.7
6154,2017,Quebec,Vehicle fuel,1212.3
6155,2017,Quebec,Total accommodation,1015.5
6156,2017,Quebec,Hotels,702.0
6157,2017,Quebec,Motels,58.6
6158,2017,Quebec,Camping,157.5
6159,2017,Quebec,Other accommodation,97.4
6160,2017,Quebec,Total food and beverage services,1861.7
6161,2017,Quebec,Meals from accommodation,44.2
6162,2017,Quebec,Meals from restaurants,1424.8
6163,2017,Quebec,Alcoholic beverages from accommodation,26.9
6164,2017,Quebec,Alcoholic beverages from restaurants,293.8
6165,2017,Quebec,Meals and alcoholic beverages from other tourism industries,72.0
6166,2017,Quebec,Total other tourism products,2533.6
6167,2017,Quebec,Recreation and entertainment,837.0
6168,2017,Quebec,Travel services,503.7
6169,2017,Quebec,Convention fees,126.4
6170,2017,Quebec,Pre-trip expenses,1066.5
6171,2017,Quebec,Total other products,1840.5
6172,2017,Quebec,Groceries,674.2
6173,2017,Quebec,"Beer, wine, and liquor from stores",148.0
6174,2017,Quebec,Urban transit and parking,36.2
6175,2017,Quebec,Miscellaneous products,982.1
6176,2017,Quebec,Total tourism expenditures,6929.7
6177,2017,Quebec,Total tourism products,5902.7
6178,2017,Quebec,Total transportation,2192.6
6179,2017,Quebec,Passenger air transport,1501.9
6180,2017,Quebec,Passenger rail transport,54.3
6181,2017,Quebec,Passenger water transport,8.9
6182,2017,Quebec,"Interurban, charter and tour bus transport",82.6
6183,2017,Quebec,Taxis,45.4
6184,2017,Quebec,Vehicle rental,154.0
6185,2017,Quebec,Vehicle repairs and parts,152.7
6186,2017,Quebec,Vehicle fuel,192.8
6187,2017,Quebec,Total accommodation,1664.7
6188,2017,Quebec,Hotels,1469.0
6189,2017,Quebec,Motels,49.9
6190,2017,Quebec,Camping,43.5
6191,2017,Quebec,Other accommodation,102.3
6192,2017,Quebec,Total food and beverage services,1117.8
6193,2017,Quebec,Meals from accommodation,26.5
6194,2017,Quebec,Meals from restaurants,851.9
6195,2017,Quebec,Alcoholic beverages from accommodation,16.4
6196,2017,Quebec,Alcoholic beverages from restaurants,179.5
6197,2017,Quebec,Meals and alcoholic beverages from other tourism industries,43.5
6198,2017,Quebec,Total other tourism products,927.6
6199,2017,Quebec,Recreation and entertainment,478.9
6200,2017,Quebec,Travel services,373.4
6201,2017,Quebec,Convention fees,75.3
6202,2017,Quebec,Pre-trip expenses,0.0
6203,2017,Quebec,Total other products,1027.0
6204,2017,Quebec,Groceries,350.7
6205,2017,Quebec,"Beer, wine, and liquor from stores",77.0
6206,2017,Quebec,Urban transit and parking,14.3
6207,2017,Quebec,Miscellaneous products,585.0
6208,2017,Quebec,Total tourism expenditures,2660.0
6209,2017,Quebec,Total tourism products,2361.5
6210,2017,Quebec,Total transportation,867.0
6211,2017,Quebec,Passenger air transport,543.6
6212,2017,Quebec,Passenger rail transport,31.4
6213,2017,Quebec,Passenger water transport,2.9
6214,2017,Quebec,"Interurban, charter and tour bus transport",13.7
6215,2017,Quebec,Taxis,24.4
6216,2017,Quebec,Vehicle rental,44.2
6217,2017,Quebec,Vehicle repairs and parts,91.4
6218,2017,Quebec,Vehicle fuel,115.4
6219,2017,Quebec,Total accommodation,585.6
6220,2017,Quebec,Hotels,516.5
6221,2017,Quebec,Motels,27.9
6222,2017,Quebec,Camping,21.3
6223,2017,Quebec,Other accommodation,19.9
6224,2017,Quebec,Total food and beverage services,458.6
6225,2017,Quebec,Meals from accommodation,11.0
6226,2017,Quebec,Meals from restaurants,350.9
6227,2017,Quebec,Alcoholic beverages from accommodation,6.6
6228,2017,Quebec,Alcoholic beverages from restaurants,72.4
6229,2017,Quebec,Meals and alcoholic beverages from other tourism industries,17.7
6230,2017,Quebec,Total other tourism products,450.3
6231,2017,Quebec,Recreation and entertainment,164.0
6232,2017,Quebec,Travel services,268.8
6233,2017,Quebec,Convention fees,17.5
6234,2017,Quebec,Pre-trip expenses,0.0
6235,2017,Quebec,Total other products,298.5
6236,2017,Quebec,Groceries,124.0
6237,2017,Quebec,"Beer, wine, and liquor from stores",27.2
6238,2017,Quebec,Urban transit and parking,11.6
6239,2017,Quebec,Miscellaneous products,135.7
6240,2017,Quebec,Total tourism expenditures,4269.8
6241,2017,Quebec,Total tourism products,3541.2
6242,2017,Quebec,Total transportation,1325.6
6243,2017,Quebec,Passenger air transport,958.2
6244,2017,Quebec,Passenger rail transport,23.0
6245,2017,Quebec,Passenger water transport,6.1
6246,2017,Quebec,"Interurban, charter and tour bus transport",68.9
6247,2017,Quebec,Taxis,20.9
6248,2017,Quebec,Vehicle rental,109.8
6249,2017,Quebec,Vehicle repairs and parts,61.3
6250,2017,Quebec,Vehicle fuel,77.4
6251,2017,Quebec,Total accommodation,1079.2
6252,2017,Quebec,Hotels,952.5
6253,2017,Quebec,Motels,22.0
6254,2017,Quebec,Camping,22.3
6255,2017,Quebec,Other accommodation,82.4
6256,2017,Quebec,Total food and beverage services,659.1
6257,2017,Quebec,Meals from accommodation,15.6
6258,2017,Quebec,Meals from restaurants,500.9
6259,2017,Quebec,Alcoholic beverages from accommodation,9.8
6260,2017,Quebec,Alcoholic beverages from restaurants,107.1
6261,2017,Quebec,Meals and alcoholic beverages from other tourism industries,25.7
6262,2017,Quebec,Total other tourism products,477.3
6263,2017,Quebec,Recreation and entertainment,314.9
6264,2017,Quebec,Travel services,104.6
6265,2017,Quebec,Convention fees,57.8
6266,2017,Quebec,Pre-trip expenses,0.0
6267,2017,Quebec,Total other products,728.6
6268,2017,Quebec,Groceries,226.7
6269,2017,Quebec,"Beer, wine, and liquor from stores",49.8
6270,2017,Quebec,Urban transit and parking,2.7
6271,2017,Quebec,Miscellaneous products,449.4
6272,2017,Quebec,Total tourism expenditures,11163.1
6273,2017,Quebec,Total tourism products,9965.3
6274,2017,Quebec,Total transportation,3677.6
6275,2017,Quebec,Passenger air transport,
6276,2017,Quebec,Passenger rail transport,
6277,2017,Quebec,Passenger water transport,
6278,2017,Quebec,"Interurban, charter and tour bus transport",
6279,2017,Quebec,Taxis,
6280,2017,Quebec,Vehicle rental,
6281,2017,Quebec,Vehicle repairs and parts,
6282,2017,Quebec,Vehicle fuel,
6283,2017,Quebec,Total accommodation,3185.5
6284,2017,Quebec,Hotels,
6285,2017,Quebec,Motels,
6286,2017,Quebec,Camping,
6287,2017,Quebec,Other accommodation,
6288,2017,Quebec,Total food and beverage services,2097.4
6289,2017,Quebec,Meals from accommodation,
6290,2017,Quebec,Meals from restaurants,
6291,2017,Quebec,Alcoholic beverages from accommodation,
6292,2017,Quebec,Alcoholic beverages from restaurants,
6293,2017,Quebec,Meals and alcoholic beverages from other tourism industries,
6294,2017,Quebec,Total other tourism products,1004.9
6295,2017,Quebec,Recreation and entertainment,
6296,2017,Quebec,Travel services,
6297,2017,Quebec,Convention fees,
6298,2017,Quebec,Pre-trip expenses,
6299,2017,Quebec,Total other products,1197.8
6300,2017,Quebec,Groceries,
6301,2017,Quebec,"Beer, wine, and liquor from stores",
6302,2017,Quebec,Urban transit and parking,
6303,2017,Quebec,Miscellaneous products,
6304,2017,Quebec,Total tourism expenditures,1929.2
6305,2017,Quebec,Total tourism products,1732.6
6306,2017,Quebec,Total transportation,667.1
6307,2017,Quebec,Passenger air transport,461.1
6308,2017,Quebec,Passenger rail transport,8.5
6309,2017,Quebec,Passenger water transport,3.4
6310,2017,Quebec,"Interurban, charter and tour bus transport",16.8
6311,2017,Quebec,Taxis,12.7
6312,2017,Quebec,Vehicle rental,19.0
6313,2017,Quebec,Vehicle repairs and parts,53.6
6314,2017,Quebec,Vehicle fuel,92.0
6315,2017,Quebec,Total accommodation,405.0
6316,2017,Quebec,Hotels,301.3
6317,2017,Quebec,Motels,24.8
6318,2017,Quebec,Camping,50.8
6319,2017,Quebec,Other accommodation,28.1
6320,2017,Quebec,Total food and beverage services,338.8
6321,2017,Quebec,Meals from accommodation,11.1
6322,2017,Quebec,Meals from restaurants,272.3
6323,2017,Quebec,Alcoholic beverages from accommodation,4.7
6324,2017,Quebec,Alcoholic beverages from restaurants,40.5
6325,2017,Quebec,Meals and alcoholic beverages from other tourism industries,10.2
6326,2017,Quebec,Total other tourism products,321.7
6327,2017,Quebec,Recreation and entertainment,123.3
6328,2017,Quebec,Travel services,189.2
6329,2017,Quebec,Convention fees,9.2
6330,2017,Quebec,Pre-trip expenses,
6331,2017,Quebec,Total other products,196.6
6332,2017,Quebec,Groceries,91.5
6333,2017,Quebec,"Beer, wine, and liquor from stores",18.2
6334,2017,Quebec,Urban transit and parking,6.9
6335,2017,Quebec,Miscellaneous products,80.0
6336,2017,Quebec,Total tourism expenditures,9234.0
6337,2017,Quebec,Total tourism products,8232.9
6338,2017,Quebec,Total transportation,3010.5
6339,2017,Quebec,Passenger air transport,
6340,2017,Quebec,Passenger rail transport,
6341,2017,Quebec,Passenger water transport,
6342,2017,Quebec,"Interurban, charter and tour bus transport",
6343,2017,Quebec,Taxis,
6344,2017,Quebec,Vehicle rental,
6345,2017,Quebec,Vehicle repairs and parts,
6346,2017,Quebec,Vehicle fuel,
6347,2017,Quebec,Total accommodation,2780.6
6348,2017,Quebec,Hotels,
6349,2017,Quebec,Motels,
6350,2017,Quebec,Camping,
6351,2017,Quebec,Other accommodation,
6352,2017,Quebec,Total food and beverage services,1758.6
